energy,LET,yF,yD,ystar,zF,zD,zstar
0.1,668.2,0.78698843322573,1364.0333967294148,17.583464712484904,0.6688515502834719,1159.2747917544245,14.943965039098543
0.10042698167614349,669.4595959446233,0.7727093255323728,1360.934848282845,17.643770440762243,0.6567159166271799,1156.6413744834463,14.995218117474732
0.10085578648580461,670.7245701331236,0.7640566462965612,1362.1388039334022,17.579839658048368,0.6493621136020746,1157.6646012163312,14.940884151022717
0.10128642221342939,671.9949455296168,0.7500914354229128,1357.7212051821718,17.642404238204673,0.6374932568965325,1153.9101397165862,14.99405699914052
0.10171889667670206,673.2707451962712,0.7412427550116248,1358.6948982309382,17.589079234275346,0.629972874942767,1154.7376691664133,14.94873675040343
0.1021532177266869,674.5519922937264,0.7318099546368373,1357.5050485038735,17.55228549045463,0.6219560567942066,1153.7264308801152,14.917466211274474
0.10258939324797083,675.838710081514,0.7194880523195282,1356.5733367130044,17.588883916100997,0.6114838273186181,1152.934580772248,14.948570751948818
0.10302743115880644,677.1309219184791,0.7114718444764074,1357.7153224377316,17.52392233848113,0.6046709533081459,1153.905140046232,14.893360725898226
0.10346733941125588,678.4286512632049,0.6983506896237854,1353.6543557872333,17.589036035077562,0.5935194491764854,1150.4537756739473,14.948700035949713
0.10390912599133514,679.7319216744387,0.690275675361134,1354.634615817543,17.531506443274033,0.5866565963312437,1151.2868863186186,14.899806360972498
0.104352798919159,681.040756811519,0.6792286624781385,1350.4744740985284,17.552927353334006,0.577267879317313,1147.7512343055937,14.91801172244569
0.10479836624908666,682.3551804348057,0.6698917800283926,1352.2343549500645,17.534170654928865,0.5693325806043065,1149.246934859971,14.902070640878511
0.105245836069868,683.6752164061106,0.6624074641297377,1353.3573911732833,17.469731041873306,0.5629717548535287,1150.2013891914603,14.847304225932339
0.10569521650479036,685.0008886891316,0.6498943834130521,1348.4950243746655,17.54246028369483,0.5523370452659014,1146.0689249340478,14.909115891885142
0.106146515711826,686.3322213498867,0.6428545881105947,1351.0950115220585,17.471948186656522,0.5463540119671435,1148.278621240667,14.849188549338947
0.10659974188378026,687.6692385571517,0.6312670283325199,1346.0640263494113,17.52910022504004,0.5365058909600782,1144.0028503524143,14.897761346423136
0.10705490324844026,689.0119645828988,0.6238146854523563,1348.6125262614974,17.475781186430893,0.5301722386747316,1146.1687883066854,14.852446167536483
0.10751200806872424,690.3604238027366,0.6166374161815498,1348.9155622370752,17.41723306623625,0.5240723679829804,1146.426334762897,14.802686858117077
0.1079710646428316,691.7146406963533,0.6053312132907459,1345.8287445432563,17.47964184375671,0.5144633686482156,1143.802887310829,14.855727291538395
0.10843208130439351,693.074639847961,0.598506270475023,1347.049563933047,17.416959043185802,0.5086629357699564,1144.8404463231398,14.80245396938026
0.10889506642262431,694.4404459467418,0.5876819189840411,1343.0549825582973,17.474812237583905,0.49946345586669844,1141.4455019600014,14.85162267012395
0.10936002840247318,695.8120837872959,0.5806296256271333,1344.126667957814,17.42489757757353,0.4934698006289871,1142.3563138736465,14.809200829699979
0.10982697568477705,697.1895782700923,0.573804972057395,1344.1164526405369,17.37067607739493,0.4876696135772446,1142.3476320042453,14.763118660099972
0.11029591674641363,698.4841793779962,0.5634274666688245,1341.6279270177843,17.428303075055553,0.4788499025444274,1140.2326654425692,14.812095119087436
0.11076686010045529,699.7321792662066,0.5571990874814241,1343.2783804943183,17.361754279624783,0.4735564815748574,1141.6353650501428,14.755536136624476
0.11123981429632372,700.9855078852579,0.5469458554746418,1339.180949198946,17.424813780008503,0.46484238892289415,1138.1530098357762,14.809129611205638
0.11171478791994506,702.2441879878545,0.5404520005755198,1340.0341064574786,17.372609066885495,0.4593233434919584,1138.8780974367035,14.764761483504818
0.1121917895939058,703.5082424238504,0.5335568136133418,1338.7193046591383,17.33596697010467,0.45346321099897646,1137.7606639599103,14.733619827283729
0.11267082797760923,704.7776941406645,0.5244413642500143,1337.7694881851908,17.375586719934567,0.44571610547519885,1136.9534269100839,14.767292153301216
0.11315191176743276,706.0525661836969,0.5185834430286486,1339.0959099830834,17.311053884828475,0.4407375320617506,1138.0807360780393,14.712446510109254
0.11363504969688576,707.3328816967473,0.5087611872582173,1334.0075503790592,17.383299762236053,0.4323897206810853,1133.7562033837003,14.773847370738917
0.11412025053676801,708.6186639224353,0.503233486598625,1337.2729700394723,17.313394341218665,0.4276917975610248,1136.5314423960974,14.714435634496425
0.11460752309532904,709.909936202622,0.4958457736595424,1333.0891600193067,17.310361996875926,0.4214130734480145,1132.9756749922371,14.711858483258863
0.115096876218428,711.2067219788343,0.4881268417788619,1334.1173660432578,17.323011209765426,0.41485285053118687,1133.849534332598,14.72260888986437
0.11558831878969426,712.5090447926898,0.4826609594065584,1335.3125537419066,17.2589608303972,0.4102074659943424,1134.8653092936663,14.668173279723206
0.11608185973068856,713.8169282863247,0.4735815912910291,1330.940271628172,17.328529777745207,0.4024910254683045,1131.149361832963,14.727299051234967
0.11657750800106519,715.1303962028228,0.4682175298890079,1332.7849762330054,17.2667123258163,0.39793217729076263,1132.7171530261583,14.67476117798091
0.11707527259873446,716.4494723866463,0.46092673181361676,1328.631489046189,17.27912581106407,0.39173581989889944,1129.1871566161756,14.685311242634794
0.11757516256002609,717.7741807840692,0.45414543849925626,1329.7201727045756,17.27660502789983,0.3859724841816945,1130.1124151357901,14.68316886079518
0.11807718695985331,719.1045454436113,0.4492051760474286,1331.7666826380027,17.20694603108958,0.38177381739040717,1131.8517181342254,14.623966557380427
0.11858135491187756,720.4405905164756,0.44058159935092356,1326.556640900243,17.282942057545952,0.3744447482466534,1127.4237693280925,14.688554622420197
0.11908767556867397,721.7823402569861,0.43563785424733936,1328.5683395999404,17.219262823034736,0.3702431215935331,1129.1334866977375,14.634434443615136
0.11959615812189742,723.1298190230282,0.4285324241588653,1324.2659103109763,17.24440763231493,0.3642043061173931,1125.4769062723894,14.65580470009998
0.1201068118024495,724.4531439718054,0.4227177596903196,1326.750458929153,17.221735420397735,0.3592624960729633,1127.588492828002,14.636535872949604
0.12061964588064612,725.6685607371313,0.4179558475346775,1327.8725576870495,17.158823157300155,0.35521540695049664,1128.54215041953,14.583067533482172
0.12113466966638564,726.889167109334,0.40992946966526844,1322.851546287632,17.234554988804767,0.3483938895628639,1124.2748561154365,14.64743106256232
0.12165189250931804,728.1149852470838,0.4055071187129882,1325.9133331673609,17.163361377487895,0.34463538922734266,1126.8770301940954,14.586924509620506
0.12217132379901459,729.3460374036646,0.3985422562088273,1320.23136260662,17.203381675847712,0.3387160403694121,1122.0479950294496,14.620937256785105
0.12269297296513834,730.5823459273779,0.393245578323299,1322.7203609362232,17.175746217538116,0.33421446059324317,1124.1633633387198,14.597450229082035
0.12321684947761515,731.8239332619479,0.3887828770946916,1323.5358042535086,17.11426628680598,0.33042166706644194,1124.8563983363233,14.545199210839032
0.12374296284680586,733.0708219469299,0.3815210776622472,1320.1130652133788,17.18045866254093,0.3242499552557235,1121.947455565941,14.601455276694791
0.12427132262367879,734.3230346181188,0.37704934013441727,1320.7009885714256,17.125437099556443,0.32044948189210554,1122.447124217824,14.554693143799968
0.12480193839998305,735.5805940079598,0.37082725642782355,1316.908009559946,17.153439519646113,0.3151614113723256,1119.2235191622551,14.578492047694771
0.12533481980842284,736.8435229459621,0.36565684926011244,1317.7813190299275,17.13706076557168,0.31076714748772744,1119.9657338736965,14.564571951042915
0.1258699765228323,738.1118443591125,0.36161028046503535,1319.3946188760174,17.070680320029904,0.30732801967129647,1121.3368570790358,14.508156047028747
0.1264074182583509,739.3855812722916,0.35477831648440217,1315.4290452683263,17.140295240389396,0.3015216195934739,1117.9665660515097,14.567320890423531
0.1269471547716001,740.6647568086922,0.3508395588194449,1317.705072457819,17.074546997500956,0.2981741190976922,1119.900932873065,14.51144228747622
0.12748919586086033,741.949394190239,0.3448457647907014,1311.7238652664823,17.112425046749628,0.2930800690977794,1114.817580267621,14.543634364121926
0.12803355136624892,743.2395167380099,0.3403232491215776,1315.5603939761136,17.081580612449695,0.2892364400318778,1118.0781976627536,14.51742006817025
0.12858023116989856,744.5351478726595,0.3363266222959141,1315.3678782894335,17.02690519170056,0.2858397572657884,1117.9145810070906,14.47095211719851
0.12912924519613694,745.8363111148445,0.33001296452189577,1311.7992217739575,17.094075936183685,0.28047385910029377,1114.881624813539,14.528039686322089
0.12968060341166687,747.1430300856505,0.3263295258020719,1314.0354652419912,17.029372847859104,0.2773433509579693,1116.782179951656,14.473049347065588
0.130234315825747,748.3920632340686,0.32119069569860226,1310.127395996152,17.043829838432515,0.27297592402227605,1113.4607611564893,14.485336161139625
0.13079039249037375,749.5598242297848,0.31647120585235666,1311.3911694049618,17.040197429786854,0.2689648890858794,1114.5348262481766,14.482249022814152
0.13134884350046377,750.7325713509739,0.31283527824295887,1311.9679683605912,16.98111825978113,0.26587476003748123,1115.0250404106557,14.432038380853605
0.1319096789940372,751.910325887478,0.3068135252344823,1307.1274807003256,17.056230264173948,0.2607569480530852,1110.9111709571666,14.495875126683673
0.1324729091524014,753.093109220043,0.3034655392088779,1310.1709554407441,16.987238839716223,0.2579115369275692,1113.4977817794297,14.437240184597329
0.13303854420033637,754.2809428207063,0.2988443663357048,1305.3394526552056,16.992527535132634,0.2539840603474106,1109.3915484577267,14.441734980173605
0.13360659440627987,755.4738482531877,0.29420435948000195,1306.7302786544988,17.00312965868369,0.2500405770028814,1110.5735939447088,14.450745591351655
0.13417707008251403,756.6718471732794,0.2909048385488151,1308.1101327582016,16.93933199635866,0.2472363557502622,1111.7463145559177,14.396524762240283
0.13474998158535256,757.8749613292404,0.2853315656519665,1303.4031887006647,17.01252459876466,0.24249970136014506,1107.7459421272188,14.458730232513687
0.13532533931532872,759.0832125621903,0.2821957392837684,1306.5466414429497,16.94490815136509,0.23983460205342186,1110.4175229931566,14.401263866099011
0.1359031537173842,760.2966228065068,0.27831918904805847,1303.2983605810055,16.92439725153696,0.23653997086770195,1107.6568500295625,14.38383191085219
0.13648343528105855,761.5152140902229,0.2736024172436455,1303.3987833437998,16.959288603882587,0.2325312459608009,1107.742198069944,14.413485631443999
0.1370661945406798,762.7390085354275,0.2705407980556269,1304.9376261713603,16.89510901519964,0.2299292144012132,1109.050041193683,14.358940207934793
0.1376514420755557,763.968028358667,0.26536230297109253,1300.0539736475012,16.967620842348644,0.22552807669804611,1104.8994864666709,14.42056709589769
0.13823918851016562,765.2022958713477,0.2622551151151723,1301.593279941012,16.912351931906983,0.2228873169019512,1106.2077234842798,14.37359474551655
0.13882944451435345,766.4418334801422,0.25928793134434713,1303.1074699853075,16.85032372750018,0.2203655448131826,1107.4946145182425,14.320877756387828
0.13942222080352154,767.6866636873951,0.2543380831453275,1299.1192775554182,16.921802667167512,0.2161587312161745,1104.1051000388156,14.381626806298451
0.1400175281388249,768.9327776196025,0.25154840887060576,1301.392161820614,16.853852175255383,0.21378782221083414,1106.036795728624,14.323876539662812
0.14061537732736673,770.0507556021757,0.24670778042512287,1295.7771111094348,16.92777691529434,0.2096738331057632,1101.26463490067,14.386704244482681
0.1412157792223946,771.1735071458778,0.24389015975623995,1298.6967947002634,16.867598008937968,0.20727917281225858,1103.7460371851466,14.335558950458672
0.14181874472349748,772.3010526329402,0.24100011266530894,1298.520732033452,16.814690313156465,0.20482295821550983,1103.5964037436981,14.290593366656713
0.14242428477680352,773.4334125326226,0.23641791946135696,1295.170458222069,16.88454475361094,0.20092860996492684,1100.7490482578837,14.34996177516134
0.1430324103751789,774.5706074015845,0.23377598497836052,1297.018666293993,16.820133454039112,0.19868326314647788,1102.319817003602,14.295219423488131
0.14364313255842726,775.712657884259,0.22939270196737394,1291.9022582500559,16.885239897694454,0.19495796616185415,1097.9714462937004,14.350552569356399
0.14425646241349027,776.8595847132268,0.2265706744738084,1293.4581434122406,16.840113663688687,0.19255956056359486,1099.293773482837,14.312200351840955
0.14487241107464868,778.0114087095931,0.22411003381445144,1295.7656533754152,16.770354736207956,0.19046829308084978,1101.254897116939,14.25291311860888
0.14549098972372468,779.1681507833651,0.21968210366114804,1290.3980127498685,16.852659094322203,0.18670505105269863,1096.6930070024348,14.322862555215162
0.14611220959028481,780.3298319338326,0.2172351094892609,1292.6781915384493,16.78765059868953,0.18462538154765537,1098.6309022157286,14.267612654136835
