0.01,39,849.843
0.0100344,41
0.010069,30
0.0101036,35
0.0101384,21
0.0101733,46
0.0102083,48
0.0102435,26
0.0102787,40
0.0103141,19
0.0103496,43
0.0103852,28
0.010421,34
0.0104568,51
0.0104928,56
0.010529,55
0.0105652,50
0.0106016,56
0.0106381,52
0.0106747,37
0.0107114,50
0.0107483,51
0.0107853,63
0.0108224,70
0.0108597,58
0.0108971,42
0.0109346,57
0.0109722,106
0.01101,93
0.0110479,99
0.0110859,368
0.0111241,506
0.0111624,502
0.0112008,503
0.0112393,496
0.011278,514
0.0113168,477
0.0113558,461
0.0113949,505
0.0114341,441
0.0114735,464
0.011513,463
0.0115526,491
0.0115924,474
0.0116323,474
0.0116723,510
0.0117125,488
0.0117528,428
0.0117933,454
0.0118339,424
0.0118746,458
0.0119155,425
0.0119565,412
0.0119976,423
0.0120389,409
0.0120804,438
0.012122,420
0.0121637,396
0.0122056,416
0.0122476,426
0.0122897,2108
0.012332,447
0.0123745,409
0.0124171,427
0.0124598,416
0.0125027,383
0.0125458,424
0.0125889,428
0.0126323,403
0.0126758,405
0.0127194,405
0.0127632,385
0.0128071,388
0.0128512,383
0.0128954,380
0.0129398,435
0.0129844,390
0.0130291,405
0.0130739,397
0.0131189,388
0.0131641,363
0.0132094,377
0.0132548,349
0.0133005,354
0.0133463,311
0.0133922,361
0.0134383,369
0.0134846,340
0.013531,369
0.0135775,351
0.0136243,351
0.0136712,350
0.0137182,328
0.0137655,333
0.0138128,330
0.0138604,364
0.0139081,354
0.013956,352
0.014004,326
0.0140522,312
0.0141006,351
0.0141491,382
0.0141978,367
0.0142467,303
0.0142957,333
0.014345,352
0.0143943,298
0.0144439,281
0.0144936,306
0.0145435,322
0.0145936,336
0.0146438,342
0.0146942,337
0.0147448,301
0.0147955,339
0.0148465,321
0.0148976,305
0.0149488,2889
0.0150003,331
0.0150519,327
0.0151038,404
0.0151557,352
0.0152079,342
0.0152603,355
0.0153128,305
0.0153655,309
0.0154184,336
0.0154715,301
0.0155247,322
0.0155782,321
0.0156318,343
0.0156856,344
0.0157396,313
0.0157938,279
0.0158481,323
0.0159027,309
0.0159574,306
0.0160124,339
0.0160675,321
0.0161228,332
