0.01,0,0.972015
0.0100344,0
0.010069,1
0.0101036,0
0.0101384,0
0.0101733,0
0.0102083,0
0.0102435,0
0.0102787,0
0.0103141,0
0.0103496,0
0.0103852,0
0.010421,0
0.0104568,0
0.0104928,0
0.010529,0
0.0105652,1
0.0106016,1
0.0106381,0
0.0106747,1
0.0107114,0
0.0107483,0
0.0107853,2
0.0108224,0
0.0108597,0
0.0108971,0
0.0109346,1
0.0109722,0
0.01101,1
0.0110479,3
0.0110859,7
0.0111241,3
0.0111624,5
0.0112008,8
0.0112393,7
0.011278,4
0.0113168,3
0.0113558,2
0.0113949,8
0.0114341,4
0.0114735,3
0.011513,4
0.0115526,4
0.0115924,3
0.0116323,4
0.0116723,5
0.0117125,6
0.0117528,4
0.0117933,5
0.0118339,2
0.0118746,8
0.0119155,7
0.0119565,4
0.0119976,11
0.0120389,6
0.0120804,3
0.012122,5
0.0121637,8
0.0122056,1
0.0122476,2
0.0122897,6
0.012332,6
0.0123745,5
0.0124171,5
0.0124598,4
0.0125027,3
0.0125458,7
0.0125889,2
0.0126323,2
0.0126758,8
0.0127194,5
0.0127632,4
0.0128071,2
0.0128512,6
0.0128954,3
0.0129398,6
0.0129844,5
0.0130291,3
0.0130739,2
0.0131189,2
0.0131641,3
0.0132094,4
0.0132548,4
0.0133005,2
0.0133463,5
0.0133922,4
0.0134383,2
0.0134846,6
0.013531,6
0.0135775,0
0.0136243,6
0.0136712,2
0.0137182,2
0.0137655,4
0.0138128,3
0.0138604,2
0.0139081,5
0.013956,0
0.014004,3
0.0140522,4
0.0141006,4
0.0141491,6
0.0141978,4
0.0142467,2
0.0142957,4
0.014345,4
0.0143943,2
0.0144439,1
0.0144936,2
0.0145435,9
0.0145936,2
0.0146438,4
0.0146942,4
0.0147448,4
0.0147955,6
0.0148465,5
0.0148976,1
0.0149488,1
0.0150003,4
0.0150519,1
0.0151038,5
0.0151557,1
0.0152079,3
0.0152603,1
0.0153128,0
0.0153655,3
0.0154184,5
0.0154715,1
0.0155247,2
0.0155782,3
0.0156318,4
0.0156856,2
0.0157396,4
0.0157938,3
0.0158481,5
0.0159027,0
0.0159574,5
0.0160124,5
0.0160675,0
0.0161228,4
0.0161783,2
0.016234,1
0.0162898,3
0.0163459,4
0.0164022,3
0.0164586,2
0.0165153,2
0.0165722,3
0.0166292,4
0.0166864,2
0.0167439,1
0.0168015,3
0.0168593,1
0.0169174,3
0.0169756,3
0.0170341,3
0.0170927,1
0.0171515,1
0.0172106,2
0.0172698,1
0.0173293,2
0.0173889,1
0.0174488,1
0.0175088,2
0.0175691,1
0.0176296,0
0.0176903,0
0.0177511,0
0.0178123,0
0.0178736,1
0.0179351,1
0.0179968,1
0.0180588,1
0.0181209,1
0.0181833,1
0.0182459,3
0.0183087,5
0.0183717,3
0.018435,2
0.0184984,2
0.0185621,0
0.018626,1
0.0186901,1
0.0187545,0
0.018819,4
0.0188838,1
0.0189488,1
0.019014,3
0.0190795,1
0.0191451,1
0.019211,3
0.0192772,1
0.0193435,2
0.0194101,2
0.0194769,0
0.019544,1
0.0196112,0
0.0196788,1
0.0197465,1
0.0198145,0
0.0198827,1
0.0199511,2
0.0200198,1
0.0200887,1
0.0201579,2
0.0202272,0
0.0202969,0
0.0203667,1
0.0204368,0
0.0205072,2
0.0205778,0
0.0206486,1
0.0207197,0
0.020791,0
0.0208626,2
0.0209344,1
0.0210065,0
0.0210788,0
0.0211513,2
0.0212241,0
0.0212972,0
0.0213705,2
0.0214441,1
0.0215179,2
0.0215919,1
0.0216663,1
0.0217408,0
0.0218157,0
0.0218908,2
0.0219661,0
0.0220417,2
0.0221176,2
0.0221938,0
0.0222701,1
0.0223468,1
0.0224237,3
0.0225009,0
0.0225784,0
0.0226561,1
0.0227341,1
0.0228123,1
0.0228909,5
0.0229697,1
0.0230487,0
0.0231281,2
0.0232077,1
0.0232876,1
0.0233677,4
0.0234482,2
0.0235289,1
0.0236099,0
0.0236911,1
0.0237727,1
0.0238545,1
0.0239366,3
0.024019,1
0.0241017,4
0.0241847,2
0.0242679,5
0.0243514,3
0.0244353,2
0.0245194,3
0.0246038,2
0.0246885,2
0.0247735,1
0.0248587,4
0.0249443,3
0.0250302,4
0.0251163,2
