y_keV_per_um,f_y,yf_y,d_y,yd_y
0.0355374,0.000128598,4.57004e-06,7.39725e-06,2.62879e-07
0.0356597,0.000129549,4.61967e-06,7.47758e-06,2.66648e-07
0.0357825,0.000127612,4.56628e-06,7.39115e-06,2.64474e-07
0.0359057,0.000125478,4.50537e-06,7.29256e-06,2.61844e-07
0.0360293,0.000126731,4.56603e-06,7.39075e-06,2.66283e-07
0.0361533,0.000138943,5.02326e-06,8.13083e-06,2.93956e-07
0.0362777,0.000131518,4.77116e-06,7.72278e-06,2.80165e-07
0.0364026,0.000149677,5.44864e-06,8.81938e-06,3.21048e-07
0.0365279,0.000132006,4.82192e-06,7.80494e-06,2.85098e-07
0.0366537,0.000131212,4.80942e-06,7.7847e-06,2.85338e-07
0.0367798,0.000140203,5.15663e-06,8.34672e-06,3.06991e-07
0.0369064,0.000141161,5.20974e-06,8.43269e-06,3.1122e-07
0.0370335,0.000130765,4.84269e-06,7.83857e-06,2.9029e-07
0.0371609,0.000131984,4.90466e-06,7.93886e-06,2.95015e-07
0.0372889,0.000129109,4.81433e-06,7.79266e-06,2.9058e-07
0.0374172,0.00013421,5.02177e-06,8.12842e-06,3.04143e-07
0.037546,0.00013477,5.06006e-06,8.1904e-06,3.07517e-07
0.0376753,0.000129738,4.88791e-06,7.91176e-06,2.98078e-07
0.0378049,0.000134761,5.09462e-06,8.24634e-06,3.11752e-07
0.0379351,0.000130891,4.96537e-06,8.03714e-06,3.0489e-07
0.0380657,0.000132084,5.02787e-06,8.13829e-06,3.0979e-07
0.0381967,0.00013242,5.058e-06,8.18708e-06,3.12719e-07
0.0383282,0.000130898,5.01709e-06,8.12084e-06,3.11257e-07
0.0384601,0.000132438,5.09357e-06,8.24464e-06,3.1709e-07
0.0385925,0.000134957,5.20833e-06,8.43039e-06,3.2535e-07
0.0387253,0.000135359,5.24183e-06,8.48462e-06,3.2857e-07
0.0388586,0.000134779,5.23731e-06,8.47731e-06,3.29417e-07
0.0389924,0.000181582,7.08032e-06,1.14605e-05,4.46871e-07
0.0391266,0.000139185,5.44585e-06,8.81486e-06,3.44895e-07
0.0392613,0.000138538,5.43918e-06,8.80406e-06,3.45659e-07
0.0393965,0.000139602,5.49982e-06,8.90222e-06,3.50716e-07
0.0395321,0.000139996,5.53433e-06,8.95808e-06,3.54132e-07
0.0396681,0.000134391,5.33103e-06,8.62901e-06,3.42297e-07
0.0398047,0.000136615,5.43793e-06,8.80204e-06,3.50362e-07
0.0399417,0.00013977,5.58266e-06,9.03631e-06,3.60926e-07
0.0400792,0.000140514,5.63169e-06,9.11566e-06,3.65348e-07
0.0402172,0.000153088,6.15678e-06,9.9656e-06,4.00789e-07
0.0403556,0.00014242,5.74743e-06,9.303e-06,3.75428e-07
0.0404945,0.000142933,5.78802e-06,9.36871e-06,3.79381e-07
0.0406339,0.000151636,6.16158e-06,9.97336e-06,4.05257e-07
0.0407738,0.000142948,5.82854e-06,9.43429e-06,3.84672e-07
0.0409141,0.000150172,6.14415e-06,9.94515e-06,4.06897e-07
0.041055,0.000144107,5.91632e-06,9.57638e-06,3.93158e-07
0.0411963,0.000140939,5.80615e-06,9.39805e-06,3.87165e-07
0.0413381,0.000141156,5.83513e-06,9.44496e-06,3.90437e-07
0.0414804,0.000140946,5.84651e-06,9.46338e-06,3.92545e-07
0.0416232,0.000143941,5.99127e-06,9.6977e-06,4.03649e-07
0.0417664,0.00014403,6.01561e-06,9.7371e-06,4.06684e-07
0.0419102,0.000143553,6.01635e-06,9.73828e-06,4.08133e-07
0.0420545,0.000148429,6.2421e-06,1.01037e-05,4.24906e-07
0.0421992,0.000144349,6.09141e-06,9.85978e-06,4.16075e-07
0.0423445,0.000141583,5.99525e-06,9.70415e-06,4.10917e-07
0.0424903,0.000144732,6.1497e-06,9.95413e-06,4.22954e-07
0.0426365,0.000149836,6.38849e-06,1.03407e-05,4.40889e-07
0.0427833,0.000147896,6.32749e-06,1.02419e-05,4.38183e-07
0.0429306,0.000166206,7.13533e-06,1.15495e-05,4.95827e-07
0.0430783,0.000146919,6.32902e-06,1.02444e-05,4.41311e-07
0.0432266,0.00014685,6.34782e-06,1.02748e-05,4.44146e-07
0.0433754,0.000147994,6.4193e-06,1.03905e-05,4.50693e-07
0.0435247,0.00015133,6.58658e-06,1.06613e-05,4.64029e-07
0.0436745,0.000150104,6.55573e-06,1.06114e-05,4.63446e-07
0.0438249,0.000148664,6.51517e-06,1.05457e-05,4.62164e-07
0.0439757,0.000149264,6.56399e-06,1.06247e-05,4.6723e-07
0.0441271,0.000153476,6.77244e-06,1.09621e-05,4.83727e-07
0.044279,0.000149856,6.63545e-06,1.07404e-05,4.75574e-07
0.0444314,0.000150222,6.67456e-06,1.08037e-05,4.80023e-07
0.0445844,0.000158656,7.07359e-06,1.14496e-05,5.10472e-07
0.0447378,0.000153435,6.86432e-06,1.11109e-05,4.97075e-07
0.0448918,0.000159584,7.16403e-06,1.1596e-05,5.20564e-07
0.0450464,0.000160402,7.22555e-06,1.16955e-05,5.26842e-07
0.0452014,0.000152209,6.88005e-06,1.11363e-05,5.03377e-07
0.045357,0.000152002,6.89435e-06,1.11595e-05,5.0616e-07
0.0455131,0.000154484,7.03106e-06,1.13807e-05,5.17973e-07
0.0456698,0.000152503,6.96479e-06,1.12735e-05,5.14857e-07
0.045827,0.000156656,7.17909e-06,1.16203e-05,5.32526e-07
0.0459848,0.000156343,7.18941e-06,1.1637e-05,5.35127e-07
0.0461431,0.000158237,7.30157e-06,1.18186e-05,5.45346e-07
0.0463019,0.000157419,7.28879e-06,1.17979e-05,5.46266e-07
0.0464613,0.000157622,7.3233e-06,1.18538e-05,5.50742e-07
0.0466212,0.000160357,7.47603e-06,1.2101e-05,5.64162e-07
0.0467817,0.000159147,7.44515e-06,1.2051e-05,5.63766e-07
0.0469427,0.000159811,7.50196e-06,1.2143e-05,5.70023e-07
0.0471043,0.000158994,7.48931e-06,1.21225e-05,5.71021e-07
0.0472664,0.000162695,7.68999e-06,1.24473e-05,5.88339e-07
0.0474291,0.000163214,7.74111e-06,1.25301e-05,5.94289e-07
0.0475924,0.000161488,7.68559e-06,1.24402e-05,5.92058e-07
0.0477562,0.000163564,7.81119e-06,1.26435e-05,6.03805e-07
0.0479206,0.000162198,7.77265e-06,1.25811e-05,6.02894e-07
0.0480856,0.000169804,8.16513e-06,1.32164e-05,6.35518e-07
0.0482511,0.000163054,7.86752e-06,1.27347e-05,6.14462e-07
0.0484172,0.000712373,3.44911e-05,5.58287e-05,2.70307e-06
0.0485839,0.000188067,9.13705e-06,1.47896e-05,7.18535e-07
0.0487511,0.000178549,8.70447e-06,1.40894e-05,6.86873e-07
0.0489189,0.000175963,8.60792e-06,1.39331e-05,6.81592e-07
0.0490873,0.00017542,8.61091e-06,1.39379e-05,6.84176e-07
0.0492563,0.000172533,8.49836e-06,1.37558e-05,6.77558e-07
0.0494258,0.000175911,8.69455e-06,1.40733e-05,6.95586e-07
0.0495959,0.000179728,8.91376e-06,1.44281e-05,7.15577e-07
0.0497667,0.000183236,9.11905e-06,1.47604e-05,7.34578e-07
0.049938,0.000184311,9.20413e-06,1.48982e-05,7.43984e-07
0.0501099,0.000178865,8.96293e-06,1.45077e-05,7.26981e-07
0.0502824,0.000183736,9.2387e-06,1.49541e-05,7.51928e-07
0.0504554,0.000184809,9.32461e-06,1.50932e-05,7.61532e-07
0.0506291,0.000189331,9.58564e-06,1.55157e-05,7.85545e-07
0.0508034,0.000188062,9.55421e-06,1.54648e-05,7.85665e-07
0.0509783,0.00019079,9.72616e-06,1.57431e-05,8.02558e-07
0.0511538,0.000191374,9.78952e-06,1.58457e-05,8.10567e-07
0.0513298,0.000197103,1.01172e-05,1.63762e-05,8.40585e-07
0.0515065,0.00019467,1.00268e-05,1.62297e-05,8.35934e-07
0.0516838,0.000193849,1.00188e-05,1.62169e-05,8.3815e-07
0.0518617,0.000197383,1.02366e-05,1.65693e-05,8.59314e-07
0.0520403,0.000204435,1.06389e-05,1.72205e-05,8.96157e-07
0.0522194,0.000202191,1.05583e-05,1.70901e-05,8.92434e-07
0.0523991,0.000201764,1.05723e-05,1.71127e-05,8.96688e-07
0.0525795,0.000202153,1.06291e-05,1.72047e-05,9.04612e-07
0.0527605,0.000198929,1.04956e-05,1.69885e-05,8.96323e-07
0.0529421,0.000202793,1.07363e-05,1.73781e-05,9.20035e-07
0.0531244,0.000204644,1.08716e-05,1.75972e-05,9.34841e-07
0.0533072,0.000205651,1.09627e-05,1.77447e-05,9.45918e-07
0.0534907,0.000206312,1.10358e-05,1.78629e-05,9.55501e-07
0.0536748,0.000209988,1.1271e-05,1.82437e-05,9.79229e-07
0.0538596,0.000213458,1.14967e-05,1.86091e-05,1.00228e-06
0.054045,0.000211007,1.14039e-05,1.84587e-05,9.97603e-07
0.054231,0.000211554,1.14728e-05,1.85703e-05,1.00709e-06
0.0544177,0.000213921,1.16411e-05,1.88427e-05,1.02538e-06
0.054605,0.000218891,1.19525e-05,1.93468e-05,1.05643e-06
0.054793,0.000217784,1.1933e-05,1.93153e-05,1.05834e-06
0.0549816,0.000216682,1.19135e-05,1.92837e-05,1.06025e-06
0.0551709,0.000216988,1.19714e-05,1.93774e-05,1.06907e-06
0.0553608,0.000219059,1.21273e-05,1.96297e-05,1.08671e-06
0.0555513,0.000220933,1.22731e-05,1.98657e-05,1.10357e-06
0.0557426,0.000224025,1.24878e-05,2.02132e-05,1.12673e-06
0.0559344,0.000223103,1.24791e-05,2.01992e-05,1.12983e-06
0.056127,0.000223607,1.25504e-05,2.03145e-05,1.14019e-06
0.0563202,0.000228572,1.28732e-05,2.08371e-05,1.17355e-06
0.056514,0.000226334,1.27911e-05,2.07041e-05,1.17007e-06
0.0567086,0.000229135,1.29939e-05,2.10325e-05,1.19272e-06
0.0569038,0.00023389,1.33092e-05,2.15428e-05,1.22587e-06
0.0570997,0.000231352,1.32102e-05,2.13825e-05,1.22093e-06
0.0572962,0.000231355,1.32558e-05,2.14563e-05,1.22936e-06
0.0574934,0.000235471,1.3538e-05,2.19131e-05,1.25986e-06
0.0576913,0.000235852,1.36066e-05,2.20242e-05,1.2706e-06
0.0578899,0.000237777,1.37649e-05,2.22804e-05,1.28981e-06
0.0580892,0.000234271,1.36086e-05,2.20274e-05,1.27955e-06
0.0582892,0.000239692,1.39715e-05,2.26147e-05,1.3182e-06
0.0584898,0.000236567,1.38367e-05,2.23967e-05,1.30998e-06
0.0586911,0.000236815,1.38989e-05,2.24973e-05,1.32039e-06
0.0588932,0.000244694,1.44108e-05,2.33259e-05,1.37374e-06
0.0590959,0.000240888,1.42355e-05,2.30421e-05,1.3617e-06
0.0592993,0.000239642,1.42106e-05,2.30018e-05,1.36399e-06
0.0595034,0.000249099,1.48223e-05,2.39919e-05,1.4276e-06
0.0597083,0.000245353,1.46496e-05,2.37124e-05,1.41583e-06
0.0599138,0.000247552,1.48318e-05,2.40072e-05,1.43837e-06
0.06012,0.000243264,1.46251e-05,2.36727e-05,1.4232e-06
0.060327,0.000253073,1.52671e-05,2.4712e-05,1.4908e-06
0.0605346,0.000250244,1.51484e-05,2.45198e-05,1.4843e-06
0.060743,0.000266159,1.61673e-05,2.6169e-05,1.58958e-06
0.0609521,0.000253149,1.543e-05,2.49755e-05,1.52231e-06
0.0611619,0.000259686,1.58829e-05,2.57087e-05,1.57239e-06
0.0613724,0.000257115,1.57798e-05,2.55418e-05,1.56756e-06
0.0615837,0.000255444,1.57312e-05,2.54631e-05,1.56811e-06
0.0617957,0.000258777,1.59913e-05,2.58841e-05,1.59953e-06
0.0620084,0.000255415,1.58379e-05,2.56358e-05,1.58963e-06
0.0622218,0.000262161,1.63122e-05,2.64035e-05,1.64287e-06
0.062436,0.000258899,1.61646e-05,2.61647e-05,1.63362e-06
0.0626509,0.000262965,1.6475e-05,2.6667e-05,1.67071e-06
0.0628666,0.000258611,1.6258e-05,2.63158e-05,1.65439e-06
0.063083,0.000263468,1.66204e-05,2.69024e-05,1.69708e-06
0.0633001,0.000277543,1.75685e-05,2.84371e-05,1.80007e-06
0.063518,0.000269032,1.70884e-05,2.76599e-05,1.7569e-06
0.0637367,0.000265882,1.69464e-05,2.74301e-05,1.74831e-06
0.0639561,0.000268692,1.71845e-05,2.78155e-05,1.77897e-06
0.0641762,0.000267739,1.71825e-05,2.78122e-05,1.78488e-06
0.0643971,0.000264062,1.70048e-05,2.75246e-05,1.77251e-06
0.0646188,0.000275162,1.77807e-05,2.87805e-05,1.85976e-06
0.0648412,0.000280673,1.81991e-05,2.94578e-05,1.91008e-06
0.0650644,0.000278374,1.81122e-05,2.93172e-05,1.9075e-06
0.0652884,0.000286335,1.86944e-05,3.02594e-05,1.97559e-06
0.0655131,0.000275141,1.80254e-05,2.91765e-05,1.91144e-06
0.0657387,0.000278275,1.82934e-05,2.96104e-05,1.94655e-06
0.0659649,0.000276776,1.82575e-05,2.95523e-05,1.94941e-06
0.066192,0.000272871,1.80619e-05,2.92357e-05,1.93517e-06
0.0664199,0.000280473,1.8629e-05,3.01536e-05,2.0028e-06
0.0666485,0.000284765,1.89792e-05,3.07204e-05,2.04747e-06
0.0668779,0.000284727,1.9042e-05,3.0822e-05,2.06131e-06
0.0671081,0.00028661,1.92338e-05,3.11326e-05,2.08925e-06
0.0673391,0.000299776,2.01867e-05,3.26749e-05,2.2003e-06
0.0675709,0.000292066,1.97352e-05,3.19441e-05,2.15849e-06
0.0678035,0.000285736,1.93739e-05,3.13594e-05,2.12627e-06
0.0680369,0.00029213,1.98756e-05,3.21715e-05,2.18885e-06
0.0682711,0.000291491,1.99004e-05,3.22115e-05,2.19912e-06
0.0685061,0.000292343,2.00273e-05,3.24169e-05,2.22076e-06
0.0687419,0.000298939,2.05496e-05,3.32624e-05,2.28652e-06
0.0689785,0.00030318,2.09129e-05,3.38504e-05,2.33495e-06
0.069216,0.000294483,2.03829e-05,3.29926e-05,2.28361e-06
0.0694542,0.000300315,2.08581e-05,3.37618e-05,2.3449e-06
0.0696933,0.000303793,2.11724e-05,3.42704e-05,2.38842e-06
0.0699332,0.000297548,2.08085e-05,3.36814e-05,2.35545e-06
0.0701739,0.000307488,2.15776e-05,3.49264e-05,2.45092e-06
0.0704155,0.000304305,2.14278e-05,3.46838e-05,2.44228e-06
0.0706579,0.000306363,2.16469e-05,3.50385e-05,2.47575e-06
0.0709011,0.000305984,2.16946e-05,3.51158e-05,2.48975e-06
0.0711452,0.000301496,2.145e-05,3.47198e-05,2.47015e-06
0.0713901,0.000308131,2.19975e-05,3.5606e-05,2.54192e-06
0.0716358,0.000307961,2.2061e-05,3.57088e-05,2.55803e-06
0.0718824,0.000312084,2.24333e-05,3.63115e-05,2.61015e-06
0.0721298,0.000312132,2.2514e-05,3.64421e-05,2.62856e-06
0.0723781,0.00031323,2.2671e-05,3.66961e-05,2.656e-06
0.0726273,0.000321206,2.33284e-05,3.77602e-05,2.74242e-06
0.0728773,0.000314348,2.29088e-05,3.70811e-05,2.70237e-06
0.0731281,0.000316583,2.31511e-05,3.74733e-05,2.74035e-06
0.0733798,0.000316731,2.32417e-05,3.76198e-05,2.76054e-06
0.0736324,0.000319832,2.355e-05,3.81189e-05,2.80679e-06
0.0738859,0.000320669,2.36929e-05,3.83503e-05,2.83354e-06
0.0741402,0.000326282,2.41906e-05,3.91558e-05,2.90302e-06
0.0743954,0.000325413,2.42092e-05,3.9186e-05,2.91525e-06
0.0746515,0.000321013,2.39641e-05,3.87892e-05,2.89567e-06
0.0749085,0.00032582,2.44067e-05,3.95056e-05,2.95931e-06
0.0751663,0.000328839,2.47176e-05,4.00089e-05,3.00732e-06
0.0754251,0.000330963,2.49629e-05,4.04059e-05,3.04762e-06
0.0756847,0.000337677,2.5557e-05,4.13675e-05,3.13089e-06
0.0759452,0.000336398,2.55478e-05,4.13527e-05,3.14054e-06
0.0762067,0.000330201,2.51636e-05,4.07307e-05,3.10395e-06
0.076469,0.000331552,2.53534e-05,4.1038e-05,3.13814e-06
0.0767322,0.000330375,2.53504e-05,4.10332e-05,3.14857e-06
0.0769963,0.000342195,2.63477e-05,4.26475e-05,3.2837e-06
0.0772614,0.000342739,2.64805e-05,4.28623e-05,3.3116e-06
0.0775273,0.000340296,2.63822e-05,4.27033e-05,3.31067e-06
0.0777942,0.000342804,2.66681e-05,4.31661e-05,3.35807e-06
0.078062,0.000339464,2.64992e-05,4.28926e-05,3.34828e-06
0.0783307,0.000349525,2.73785e-05,4.43159e-05,3.4713e-06
0.0786003,0.000350333,2.75363e-05,4.45712e-05,3.50331e-06
0.0788709,0.000349412,2.75585e-05,4.46072e-05,3.51821e-06
0.0791424,0.000348837,2.76078e-05,4.46871e-05,3.53664e-06
0.0794148,0.000346534,2.75199e-05,4.45448e-05,3.53752e-06
0.0796882,0.000348157,2.7744e-05,4.49075e-05,3.5786e-06
0.0799625,0.000356667,2.852e-05,4.61635e-05,3.69135e-06
0.0802377,0.000356668,2.86182e-05,4.63225e-05,3.71681e-06
0.0805139,0.000356611,2.87122e-05,4.64746e-05,3.74185e-06
0.080791,0.000360566,2.91305e-05,4.71517e-05,3.80943e-06
0.0810692,0.000361246,2.9286e-05,4.74034e-05,3.84295e-06
0.0813482,0.000365686,2.97479e-05,4.81511e-05,3.91701e-06
0.0816282,0.000361742,2.95284e-05,4.77957e-05,3.90148e-06
0.0819092,0.000373219,3.057e-05,4.94818e-05,4.05302e-06
0.0821912,0.000369712,3.03871e-05,4.91857e-05,4.04263e-06
0.0824741,0.000367034,3.02708e-05,4.89975e-05,4.04103e-06
0.082758,0.000372376,3.08171e-05,4.98818e-05,4.12811e-06
0.0830428,0.000377871,3.13795e-05,5.07921e-05,4.21791e-06
0.0833287,0.000376815,3.13995e-05,5.08244e-05,4.23513e-06
0.0836155,0.000375285,3.13797e-05,5.07923e-05,4.24702e-06
0.0839034,0.000377218,3.16499e-05,5.12297e-05,4.29835e-06
0.0841922,0.000378559,3.18717e-05,5.15888e-05,4.34337e-06
0.084482,0.00037898,3.2017e-05,5.18239e-05,4.37819e-06
0.0847728,0.00038942,3.30123e-05,5.34349e-05,4.52983e-06
0.0850646,0.000386755,3.28991e-05,5.32518e-05,4.52984e-06
0.0853574,0.000387806,3.31021e-05,5.35804e-05,4.57348e-06
0.0856512,0.000394228,3.37661e-05,5.46551e-05,4.68127e-06
0.0859461,0.000388825,3.3418e-05,5.40916e-05,4.64896e-06
0.0862419,0.000394114,3.39892e-05,5.50161e-05,4.7447e-06
0.0865388,0.000394463,3.41364e-05,5.52544e-05,4.78165e-06
0.0868367,0.000404593,3.51335e-05,5.68684e-05,4.93827e-06
0.0871356,0.00039972,3.48298e-05,5.63769e-05,4.91244e-06
0.0874355,0.000399984,3.49728e-05,5.66083e-05,4.94958e-06
0.0877365,0.00040124,3.52034e-05,5.69816e-05,4.99936e-06
0.0880385,0.000404042,3.55712e-05,5.75769e-05,5.06899e-06
0.0883415,0.000408418,3.60802e-05,5.84008e-05,5.15922e-06
0.0886456,0.000411883,3.65116e-05,5.90991e-05,5.23887e-06
0.0889508,0.000415963,3.70003e-05,5.98901e-05,5.32727e-06
0.089257,0.000418495,3.73536e-05,6.04619e-05,5.39665e-06
0.0895642,0.000414342,3.71102e-05,6.0068e-05,5.37994e-06
0.0898725,0.000415449,3.73375e-05,6.04358e-05,5.43152e-06
0.0901819,0.000415959,3.7512e-05,6.07183e-05,5.47569e-06
0.0904923,0.000427286,3.86661e-05,6.25864e-05,5.66359e-06
0.0908038,0.000424238,3.85224e-05,6.23538e-05,5.66196e-06
0.0911164,0.000423907,3.86249e-05,6.25197e-05,5.69657e-06
0.09143,0.000427194,3.90583e-05,6.32213e-05,5.78032e-06
0.0917447,0.000427243,3.91973e-05,6.34462e-05,5.82085e-06
0.0920605,0.000432591,3.98245e-05,6.44615e-05,5.93436e-06
0.0923774,0.000431686,3.9878e-05,6.45481e-05,5.96279e-06
0.0926954,0.000440794,4.08596e-05,6.61368e-05,6.13058e-06
0.0930145,0.000434665,4.04301e-05,6.54417e-05,6.08703e-06
0.0933347,0.000444145,4.14541e-05,6.70992e-05,6.26269e-06
0.0936559,0.000444021,4.15852e-05,6.73113e-05,6.3041e-06
0.0939783,0.00044202,4.15403e-05,6.72387e-05,6.31898e-06
0.0943018,0.00044864,4.23075e-05,6.84806e-05,6.45784e-06
0.0946264,0.000445787,4.21832e-05,6.82794e-05,6.46103e-06
0.0949522,0.000452564,4.2972e-05,6.95561e-05,6.6045e-06
0.095279,0.000449508,4.28287e-05,6.93242e-05,6.60514e-06
0.095607,0.000455873,4.35847e-05,7.05478e-05,6.74486e-06
0.0959361,0.000453343,4.3492e-05,7.03978e-05,6.75369e-06
0.0962663,0.000455788,4.3877e-05,7.1021e-05,6.83693e-06
0.0965977,0.000464945,4.49126e-05,7.26972e-05,7.02238e-06
0.0969302,0.000467537,4.53184e-05,7.33541e-05,7.11023e-06
0.0972638,0.000465146,4.52419e-05,7.32303e-05,7.12265e-06
0.0975986,0.000464744,4.53584e-05,7.34188e-05,7.16557e-06
0.0979346,0.000464922,4.5532e-05,7.36998e-05,7.21776e-06
0.0982717,0.000473853,4.65663e-05,7.5374e-05,7.40713e-06
0.09861,0.000478209,4.71562e-05,7.63288e-05,7.52678e-06
0.0989494,0.000471779,4.66823e-05,7.55617e-05,7.47679e-06
0.09929,0.000480084,4.76675e-05,7.71565e-05,7.66087e-06
0.0996318,0.000478167,4.76406e-05,7.71129e-05,7.6829e-06
0.0999748,0.000484747,4.84624e-05,7.84431e-05,7.84234e-06
0.100319,0.000485687,4.87236e-05,7.88659e-05,7.91175e-06
0.100664,0.000487882,4.91122e-05,7.94949e-05,8.00227e-06
0.101011,0.000487356,4.92284e-05,7.96829e-05,8.04885e-06
0.101358,0.000491847,4.98526e-05,8.06933e-05,8.17891e-06
0.101707,0.000489625,4.97983e-05,8.06054e-05,8.19813e-06
0.102057,0.000499083,5.09349e-05,8.24452e-05,8.41411e-06
0.102409,0.000499133,5.11158e-05,8.27379e-05,8.47311e-06
0.102761,0.000499545,5.13337e-05,8.30907e-05,8.53849e-06
0.103115,0.000499038,5.14583e-05,8.32923e-05,8.58869e-06
0.10347,0.00050387,5.21354e-05,8.43884e-05,8.73167e-06
0.103826,0.000510571,5.30105e-05,8.58048e-05,8.90877e-06
0.104183,0.000513877,5.35372e-05,8.66573e-05,9.02822e-06
0.104542,0.000513787,5.37123e-05,8.69408e-05,9.08896e-06
0.104902,0.00051425,5.39458e-05,8.73188e-05,9.15991e-06
0.105263,0.000520167,5.47543e-05,8.86274e-05,9.32919e-06
0.105625,0.00051691,5.45986e-05,8.83754e-05,9.33465e-06
0.105989,0.000530239,5.61995e-05,9.09666e-05,9.64146e-06
0.106354,0.000517662,5.50554e-05,8.91147e-05,9.47771e-06
0.10672,0.000529846,5.65452e-05,9.15262e-05,9.76767e-06
0.107087,0.000531474,5.69139e-05,9.2123e-05,9.86518e-06
0.107456,0.000531709,5.71354e-05,9.24815e-05,9.93769e-06
0.107826,0.000537793,5.7988e-05,9.38616e-05,1.01207e-05
0.108197,0.000539279,5.83484e-05,9.44449e-05,1.02187e-05
0.108569,0.000541338,5.87725e-05,9.51315e-05,1.03283e-05
0.108943,0.000534502,5.82302e-05,9.42536e-05,1.02683e-05
0.109318,0.000549093,6.00258e-05,9.716e-05,1.06213e-05
0.109694,0.000545231,5.98086e-05,9.68085e-05,1.06193e-05
0.110072,0.000547038,6.02136e-05,9.74641e-05,1.07281e-05
0.110451,0.000551634,6.09285e-05,9.86212e-05,1.08928e-05
0.110831,0.000556521,6.16798e-05,9.98372e-05,1.10651e-05
0.111213,0.000554913,6.17135e-05,9.98918e-05,1.11093e-05
0.111595,0.000555523,6.19936e-05,0.000100345,1.1198e-05
0.11198,0.000562373,6.29746e-05,0.000101933,1.14145e-05
0.112365,0.000567684,6.37878e-05,0.000103249,1.16016e-05
0.112752,0.000566498,6.38737e-05,0.000103388,1.16573e-05
0.11314,0.000561203,6.34945e-05,0.000102775,1.16279e-05
0.113529,0.000574376,6.52083e-05,0.000105549,1.19828e-05
0.11392,0.000574526,6.545e-05,0.00010594,1.20687e-05
0.114312,0.000580448,6.63522e-05,0.0001074,1.22771e-05
0.114706,0.000583523,6.69336e-05,0.000108341,1.24274e-05
0.115101,0.000577975,6.65255e-05,0.000107681,1.23941e-05
0.115497,0.000586217,6.77063e-05,0.000109592,1.26576e-05
0.115894,0.000588877,6.82473e-05,0.000110468,1.28025e-05
0.116293,0.000585534,6.80935e-05,0.000110219,1.28177e-05
0.116694,0.000585664,6.83435e-05,0.000110623,1.29091e-05
0.117095,0.000596183,6.98101e-05,0.000112997,1.32314e-05
0.117498,0.000601226,7.06428e-05,0.000114345,1.34353e-05
0.117903,0.000602569,7.10447e-05,0.000114996,1.35583e-05
0.118309,0.000601395,7.11505e-05,0.000115167,1.36253e-05
0.118716,0.000608132,7.2195e-05,0.000116857,1.38729e-05
0.119125,0.000609096,7.25585e-05,0.000117446,1.39908e-05
0.119535,0.000607403,7.26059e-05,0.000117523,1.40481e-05
0.119946,0.000610916,7.32769e-05,0.000118609,1.42266e-05
0.120359,0.000617711,7.43471e-05,0.000120341,1.44841e-05
0.120773,0.0006194,7.48068e-05,0.000121085,1.46238e-05
0.121189,0.000624497,7.56822e-05,0.000122502,1.48459e-05
0.121606,0.000621412,7.55674e-05,0.000122316,1.48744e-05
0.122025,0.0006293,7.67903e-05,0.000124296,1.51672e-05
0.122445,0.000636684,7.79588e-05,0.000126187,1.5451e-05
0.122866,0.000636778,7.82384e-05,0.00012664,1.55597e-05
0.123289,0.000637304,7.85726e-05,0.000127181,1.568e-05
0.123714,0.00064484,7.97757e-05,0.000129128,1.59749e-05
0.124139,0.000639861,7.94317e-05,0.000128571,1.59607e-05
0.124567,0.000647259,8.06271e-05,0.000130506,1.62567e-05
0.124996,0.000651539,8.14398e-05,0.000131822,1.64772e-05
0.125426,0.000652515,8.18423e-05,0.000132473,1.66156e-05
0.125858,0.000650242,8.18381e-05,0.000132466,1.66719e-05
0.126291,0.000651529,8.22823e-05,0.000133185,1.68201e-05
0.126726,0.000662382,8.3941e-05,0.00013587,1.72183e-05
0.127162,0.000661233,8.40837e-05,0.000136101,1.73069e-05
0.127599,0.000662972,8.45945e-05,0.000136928,1.74719e-05
0.128039,0.000669837,8.57652e-05,0.000138823,1.77747e-05
0.128479,0.000673872,8.65784e-05,0.000140139,1.80049e-05
0.128922,0.000687502,8.86342e-05,0.000143467,1.8496e-05
0.129365,0.000686058,8.87519e-05,0.000143657,1.85842e-05
0.129811,0.000679361,8.81885e-05,0.000142745,1.85299e-05
0.130258,0.000687661,8.95733e-05,0.000144987,1.88857e-05
0.130706,0.000682471,8.9203e-05,0.000144387,1.88723e-05
0.131156,0.00069566,9.124e-05,0.000147685,1.93697e-05
0.131607,0.000695699,9.15589e-05,0.000148201,1.95043e-05
0.13206,0.000701995,9.27055e-05,0.000150057,1.98165e-05
0.132515,0.000698959,9.26226e-05,0.000149922,1.9867e-05
0.132971,0.000702401,9.33989e-05,0.000151179,2.01024e-05
0.133429,0.0007078,9.4441e-05,0.000152866,2.03967e-05
0.133888,0.000704667,9.43464e-05,0.000152713,2.04464e-05
0.134349,0.000709072,9.52631e-05,0.000154196,2.07161e-05
0.134811,0.000717048,9.66659e-05,0.000156467,2.10935e-05
0.135276,0.000710826,9.61577e-05,0.000155645,2.1055e-05
0.135741,0.00072555,9.84868e-05,0.000159415,2.16391e-05
0.136208,0.000732681,9.9797e-05,0.000161535,2.20024e-05
0.136677,0.000723542,9.88916e-05,0.00016007,2.18778e-05
0.137148,0.000728699,9.99396e-05,0.000161766,2.21859e-05
0.13762,0.00073391,0.000101001,0.000163483,2.24986e-05
