proton_count,total_proton_weight,y_F_keV_per_um,y_D_keV_per_um,y_star_keV_per_um,y_D_weighted_numerator,y_star_weighted_numerator
1415443,1.41544e+06,0.477098,6.2117,1.88509,2.96359,0.899374
