count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
3,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,307.696203621538,0.000307478767256117,3.22468167367516e-05,7.40704365464728e-07,7.76813246078793e-08,1.52165780264078e-09
0,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,0,0,0,0,0,0
1,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,85.1515979647048,8.50914248011971e-05,1.07489389122506e-05,2.4690145515491e-07,3.11891435007274e-08,6.10947403447741e-10
0,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,0,0,0,0,0,0
1,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,70.694352584809,7.06443957673348e-05,1.07489389122506e-05,2.4690145515491e-07,3.75674337642654e-08,7.35888310364717e-10
4,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,257.656244571898,0.000257474169405912,4.29957556490022e-05,9.87605820619637e-07,1.64920848716093e-07,3.23054604866418e-09
3,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,176.075080450873,0.000175950655368328,3.22468167367516e-05,7.40704365464727e-07,1.35750320902485e-07,2.65914022520805e-09
5,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,267.388425978123,0.00026719947347622,5.37446945612527e-05,1.23450727577455e-06,2.48309682676272e-07,4.86400519073128e-09
3,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,146.180625100566,0.000146077325211121,3.22468167367518e-05,7.40704365464731e-07,1.63511742118309e-07,3.20294381530765e-09
8,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,355.18491001951,0.000354933915320915,8.59915112980044e-05,1.97521164123927e-06,4.78543826982567e-07,9.37393835531667e-09
3,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,121.361723079004,0.000121275961696,3.22468167367517e-05,7.4070436546473e-07,1.96950472255384e-07,3.85795716478803e-09
7,0.291820745552027,0.278255940220712,0.305385550883342,0.0271296106626291,258.020658204375,0.000257838325522128,7.52425723857537e-05,1.72831018608436e-06,5.04356767048301e-07,9.87957419325319e-09
10,0.320272907988613,0.305385550883342,0.335160265093884,0.0297747142105427,335.855448663188,0.000335618113307065,0.000107489389122506,2.4690145515491e-06,7.9075847029083e-07,1.54897435438464e-08
12,0.351499121138374,0.335160265093884,0.367837977182863,0.0326777120889792,367.222771512425,0.000366963270147775,0.000128987266947007,2.96281746185891e-06,1.04142773393683e-06,2.03999693006105e-08
20,0.385769851521259,0.367837977182863,0.403701725859655,0.035863748676792,557.666187666051,0.000557272107701668,0.000214978778245012,4.9380291030982e-06,1.90494275390985e-06,3.73149018725272e-08
15,0.423381935809022,0.403701725859655,0.443062145758388,0.0393604198987326,381.093495409661,0.000380824192169803,0.000161234083683758,3.70352182732364e-06,1.56800424056325e-06,3.07147940546948e-08
21,0.464661151882462,0.443062145758388,0.486260158006536,0.0431980122481474,486.133479461213,0.000485789948746049,0.000225727717157261,5.18493055825309e-06,2.40923580562846e-06,4.71932279803613e-08
18,0.509965040563583,0.486260158006536,0.533669923120631,0.0474097651140955,379.668617987909,0.000379400321650847,0.00019348090042051,4.44422619278838e-06,2.26639999067907e-06,4.43952938126392e-08
21,0.559686002463149,0.533669923120631,0.585702081805667,0.0520321586850358,403.596555105824,0.000403311349870902,0.000225727717157261,5.1849305582531e-06,2.9019330571977e-06,5.68444101785851e-08
25,0.614254696767049,0.585702081805667,0.642807311728432,0.0571052299227655,437.788273224928,0.000437478906096464,0.000268723472806264,6.17253637887274e-06,3.79150946168806e-06,7.42698452335453e-08
33,0.674143771400148,0.642807311728432,0.705480231071864,0.0626729193434322,526.5432079072,0.000526171121284041,0.000354714984104268,8.14774802011202e-06,5.49275357869641e-06,1.07594603763473e-07
42,0.739871956876496,0.705480231071864,0.774263682681127,0.0687834516092628,610.611986129874,0.000610180491527783,0.000451455434314523,1.03698611165062e-05,7.67236943680692e-06,1.50289929750706e-07
50,0.812008559294886,0.774263682681127,0.849753435908644,0.0754897532275173,662.341547856248,0.00066187349808138,0.000537446945612528,1.23450727577455e-05,1.00243047444074e-05,1.96360729008854e-07
65,0.891178391395932,0.849753435908644,0.93260334688322,0.0828499109745754,784.55123530485,0.000783996824925121,0.000698681029296288,1.60485945850692e-05,1.43021607064874e-05,2.80157354982095e-07
82,0.978067184391123,0.93260334688322,1.02353102189903,0.0909276750158065,901.81564617973,0.000901178369820526,0.000881412990804544,2.02459193227026e-05,1.98018693073655e-05,3.87888196944694e-07
79,1.07342752743853,1.02353102189903,1.12332403297803,0.0997930110790013,791.638604205053,0.000791079185470603,0.000849166174067794,1.95052149572378e-05,2.09374346637048e-05,4.10132177638955e-07
108,1.17808538621005,1.12332403297803,1.23284673944207,0.109522706464039,986.09688791302,0.000985400053435581,0.00116088540252306,2.66653571567302e-05,3.14140675844153e-05,6.15353320682974e-07
127,1.29294725701094,1.23284673944207,1.35304777457981,0.120201035137741,1056.5632804615,0.00105581665025666,0.00136511524185582,3.13564848046735e-05,4.05422810177077e-05,7.94160997625328e-07
133,1.41900801841714,1.35304777457981,1.48496826225447,0.131920487674658,1008.18305287049,0.00100747061100051,0.00142960887532933,3.28378935356031e-05,4.65972342349491e-05,9.12768228567237e-07
183,1.55735954843755,1.48496826225447,1.62975083462064,0.144782572366179,1263.9642811233,0.00126307108908494,0.00196705582094185,4.51829662933484e-05,7.03661239836783e-05,1.37836426118939e-06
226,1.70920018183904,1.62975083462064,1.78864952905744,0.158898694436791,1422.28984826494,0.00142128477400162,0.00242926019416863,5.57997288650096e-05,9.53729067226435e-05,1.86820871564183e-06
261,1.87584508954885,1.78864952905744,1.96304065004027,0.174391120982836,1496.63582944505,0.00149557821790717,0.00280547305609739,6.44412797954313e-05,0.000120881858268504,2.36788988550961e-06
314,2.05873767003608,1.96304065004027,2.15443469003188,0.191394039991613,1640.59445118437,0.00163943510995625,0.00337516681844668,7.75270569186417e-05,0.000159607872525439,3.12647300772978e-06
377,2.25946205133865,2.15443469003188,2.36448941264541,0.210054722613524,1794.77040701263,0.00179350211592073,0.00405234996991845,9.30818485934008e-05,0.000210314904565239,4.11974586116785e-06
424,2.47975681202257,2.36448941264541,2.59502421139974,0.230534798754329,1839.2017269889,0.00183790203809419,0.00455755009879423,0.000104686216985682,0.000259596359695117,5.08509385313895e-06
535,2.72153003991777,2.59502421139974,2.8480358684358,0.253011657036065,2114.52707858334,0.0021130328284849,0.00575068231805408,0.000132092278507877,0.000359493104000372,7.04191759678408e-06
632,2.98687585906202,2.8480358684358,3.12571584968824,0.277679981252435,2276.00130606987,0.00227439294871655,0.00679332939254235,0.000156041719657903,0.000466077245452713,9.12973717629564e-06
735,3.27809256800158,3.12571584968824,3.43046928631492,0.304753436626683,2411.78576404492,0.00241008145334972,0.00790047010050415,0.000181472569538858,0.000594883881501481,1.16528612832144e-05
1014,3.59770254655369,3.43046928631492,3.76493580679247,0.33446652047755,3031.69357145886,0.00302955119718355,0.0108994240570221,0.000250358075527078,0.000900713885874052,1.76436012040934e-05
