count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
68,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,6974.4472820882,0.0069726634397093,0.000731257647849442,0.000163413927395641,1.71380255488365e-05,3.26582071948064e-06
107,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,9999.55378012464,0.00999699621146271,0.00115065541646898,0.000257136621049025,2.95964547274046e-05,5.63989794486511e-06
100,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,8515.15979647048,0.00851298188870322,0.00107537889389624,0.000240314599111238,3.03570771273809e-05,5.78484208597782e-06
116,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,9000.08790394238,0.00899778596694759,0.00124743951691964,0.000278764934969035,3.86475514186825e-05,7.36467417560219e-06
151,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,10674.8472403062,0.010672116952998,0.00162382212978332,0.00036287504465797,5.52134623764773e-05,1.05214727863214e-05
193,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,12431.9138005941,0.0124287341113956,0.00207548126521974,0.000463807176284688,7.74514199455545e-05,1.4759136126306e-05
196,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,11503.5719227903,0.0115006296739964,0.00210774263203662,0.000471016614258025,8.6324125409753e-05,1.64499181396865e-05
259,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,13850.7204656668,0.0138471778907292,0.00278523133519126,0.000622414811698105,0.000125192963556088,2.38567606956575e-05
289,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,14082.0668846879,0.0140784651386748,0.00310784500336014,0.000694509191431479,0.000153314079277621,2.92155181625892e-05
368,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,16338.5058608975,0.0163343269893706,0.00395739432953815,0.000884357724729354,0.000214257511032112,4.08288934357744e-05
400,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,16181.5630772005,0.0161774243466594,0.00430151557558496,0.000961258396444953,0.000255594949842781,4.87061523284892e-05
476,0.291820745552027,0.278255940220712,0.305385550883342,0.0271296106626291,17545.4047578975,0.0175409171999168,0.00511880353494608,0.00114389749176949,0.000333813018883266,6.36113810423957e-05
