count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
360,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,36923.5444345846,0.0369798813803411,0.00387826277716726,0.00177798694129191,0.000186466270721127,4.00014283627116e-05
428,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,39998.2151204986,0.0400592433156545,0.00461082352396553,0.00211382891909149,0.000243301952285677,5.21940272480639e-05
510,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,43427.3149619994,0.0434935751849773,0.00549420560098695,0.00251881483349687,0.000318182317898472,6.82576379442502e-05
633,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,49112.5486482373,0.0491874832470558,0.0068192787165191,0.00312629370510493,0.000433424658418274,9.29798475472321e-05
742,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,52455.2096179282,0.0525352443584752,0.0079935305018281,0.00366462864010722,0.000557593691059784,0.000119617043887716
830,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,53463.6707486688,0.0535452441719422,0.00894155029180229,0.00409924767020078,0.000684535662662273,0.000146849101265389
1046,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,61391.5113838709,0.0614851808920319,0.0112685079581026,0.00516603983497592,0.00094679010694503,0.000203108886615356
1159,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,61980.6371417289,0.0620752055220424,0.0124858515520468,0.005724130180437,0.00115135566763687,0.000246993041051687
1440,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,70166.7000482716,0.0702737585020325,0.0155130511086691,0.00711194776516765,0.00156997450421041,0.000336796689388291
1654,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,73434.4801465337,0.073546524490814,0.0178184628706518,0.00816886222471337,0.00197910872409349,0.000424565662962407
1932,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,78156.9496628783,0.0782761994234602,0.0208133435707977,0.00954186325159993,0.00253714512998693,0.000544277679660142
2374,0.291820745552027,0.278255940220712,0.305385550883342,0.0271296106626291,87505.8632253123,0.087639377305431,0.0255749884249863,0.0117248361072972,0.00342155041430678,0.000734003545295292
