count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
1,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,102.565401207179,0.0001024932299027,1.07489711596155e-05,2.50765696600268e-07,2.62990369523534e-08,5.13199018556497e-10
0,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,0,0,0,0,0,0
1,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,85.1515979647048,8.50916800798111e-05,1.07489711596155e-05,2.50765696600268e-07,3.16772831145062e-08,6.18150034708634e-10
0,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,0,0,0,0,0,0
4,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,282.777410339236,0.0002825784308165,4.2995884638462e-05,1.00306278640107e-06,1.5262159862881e-07,2.97825562087056e-09
1,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,64.4140611429745,6.43687354603878e-05,1.07489711596155e-05,2.50765696600268e-07,4.18755040206739e-08,8.17157966807046e-10
2,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,117.383386967248,0.000117300788819511,2.14979423192309e-05,5.01531393200535e-07,9.19166279341781e-08,1.7936597195671e-09
6,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,320.866111173747,0.000320640330105921,6.44938269576928e-05,1.50459417960161e-06,3.02635157058135e-07,5.90561798381854e-09
3,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,146.180625100566,0.000146077763450546,3.22469134788465e-05,7.52297089800806e-07,1.66070855633051e-07,3.24070422335723e-09
8,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,355.18491001951,0.000354934980140762,8.59917692769237e-05,2.00612557280214e-06,4.86033490777729e-07,9.48445035856714e-09
4,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,161.815630772005,0.000161701767373427,4.2995884638462e-05,1.00306278640107e-06,2.6671057805842e-07,5.20458627995382e-09
7,0.291820745552027,0.278255940220712,0.305385550883342,0.0271296106626291,258.020658204375,0.000257839099050255,7.52427981173082e-05,1.75535987620187e-06,5.12250427785344e-07,9.99604728001493e-09
14,0.320272907988613,0.305385550883342,0.335160265093884,0.0297747142105427,470.197628128463,0.00046986676824993,0.000150485596234617,3.51071975240375e-06,1.12438842423541e-06,2.19412990992533e-08
17,0.351499121138374,0.335160265093884,0.367837977182863,0.0326777120889792,520.232259642602,0.000519866192329759,0.000182732509713463,4.26301684220455e-06,1.49844667343299e-06,2.92406662479038e-08
14,0.385769851521259,0.367837977182863,0.403701725859655,0.035863748676792,390.366331366236,0.000390091645682488,0.000150485596234617,3.51071975240376e-06,1.35432983761755e-06,2.64283724429275e-08
22,0.423381935809022,0.403701725859655,0.443062145758388,0.0393604198987326,558.937126600837,0.000558543824170642,0.00023647736551154,5.51684532520589e-06,2.33573265334462e-06,4.55794524901626e-08
11,0.464661151882462,0.443062145758388,0.486260158006536,0.0431980122481474,254.641346384445,0.000254462165121304,0.00011823868275577,2.75842266260294e-06,1.28173185178377e-06,2.50116964199014e-08
24,0.509965040563583,0.486260158006536,0.533669923120631,0.0474097651140955,506.224823983878,0.000505868613161547,0.000257975307830772,6.01837671840645e-06,3.06916172732907e-06,5.98915766044997e-08
