count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
10,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,1025.65401207179,0.00102496919854544,0.000107493581430873,8.84904132907386e-06,9.28042663176473e-07,6.73321457833112e-08
11,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,1027.99151010627,0.00102730513586817,0.000118242939573961,9.73394546198127e-06,1.12037824487718e-06,8.1286641562701e-08
17,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,1447.57716539998,0.00144661064022518,0.000182739088432485,1.50433702594256e-05,1.90031214462233e-06,1.37873073547672e-07
16,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,1241.39143502653,0.0012405625769163,0.000171989730289397,1.41584661265182e-05,1.96290845437596e-06,1.42414614600756e-07
20,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,1413.88705169618,0.00141294302089599,0.000214987162861748,1.76980826581478e-05,2.69286200681689e-06,1.95374829640624e-07
19,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,1223.86716171652,0.00122305000429604,0.00020423780471866,1.68131785252403e-05,2.80764209171845e-06,2.03702452622051e-07
26,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,1525.98403057423,0.0015249651543325,0.000279483311720271,2.3007507455592e-05,4.21663036683109e-06,3.05928576173464e-07
35,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,1871.71898184686,0.00187046926365611,0.000376227535008057,3.09716446517585e-05,6.22965891441608e-06,4.51979546683842e-07
40,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,1949.07500134088,0.00194777363371682,0.000429974325723495,3.53961653162956e-05,7.81376339201655e-06,5.66910850872719e-07
45,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,1997.91511885974,0.00199658114143481,0.000483721116438931,3.98206859808324e-05,9.64754513616708e-06,6.99956953849603e-07
49,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,1982.24147695706,0.00198091796458355,0.000526718549011282,4.3360302512462e-05,1.15293394438248e-05,8.36486505436953e-07
