count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
2015,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,206669.283432466,0.209001403003404,0.0219190092392978,0.022945756802557,0.00240643482833336,0.000636170570395761
2450,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,228961.745432761,0.23154541998106,0.0266509045341339,0.0278993072785434,0.00321121348420429,0.000848923681562426
2854,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,243022.660591267,0.245765002818101,0.0310455843022114,0.0324998461114133,0.00410545317962769,0.00108532691609425
3308,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,256657.679191736,0.259553883149737,0.0359841600811896,0.0376697585622127,0.00522247868486108,0.00138062631271372
3839,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,271395.619573082,0.274458130969846,0.0417603357169551,0.0437165063846237,0.00665171032296679,0.00175846123088231
4542,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,292568.66571139,0.295870100253653,0.0494075136302187,0.0517218994527117,0.00863706893667132,0.00228331513793588
5516,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,323743.381255671,0.327396600848096,0.0600026079225641,0.0628132975299774,0.0115119144616999,0.00304331582273473
6353,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,339743.734047803,0.343577506527762,0.0691074271450417,0.0723446118941165,0.014551447346874,0.00384685363166722
7802,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,380167.079011538,0.38445700091219,0.084869533540944,0.0888450593417125,0.0196126971959364,0.00518485712358953
9017,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,400337.79170574,0.404855326113934,0.0980862066058304,0.102680838257398,0.0248769702808372,0.00657653229871149
10525,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,425777.378468838,0.430581980975306,0.114490110294596,0.119853146574151,0.0318684956099354,0.00842482779551049
12335,0.291820745552027,0.278255940220712,0.305385550883342,0.0271296106626291,454669.259850138,0.459799887206025,0.1341791458892,0.140464471543196,0.040990446809307,0.0108363275084055
14752,0.320272907988613,0.305385550883342,0.335160265093884,0.0297747142105427,495453.957867935,0.501044812263188,0.16047107905614,0.167987992233907,0.0538020027799218,0.014223219508771
17422,0.351499121138374,0.335160265093884,0.367837977182863,0.0326777120889792,533146.260440789,0.539162446336901,0.189515126038236,0.198392543431339,0.0697348046565224,0.0184352511576229
