count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
761,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,78052.2703186635,0.0783343480502686,0.00821530991655709,0.00523748069516296,0.000549280464619902,0.000156387659085831
865,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,80837.5142038114,0.0811296576935794,0.00933803295377386,0.00595324678228118,0.000685219390976049,0.000195091330235305
1019,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,86769.4783260342,0.0870830596929674,0.0110005266819602,0.00701313118051388,0.000885914401116983,0.000252231943906805
1220,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,94656.0969207733,0.0949981802066662,0.0131704048596579,0.00839648679119424,0.00116407630333784,0.000331428441028333
1455,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,102860.283010897,0.103232015891767,0.015707327107215,0.0100138428534325,0.0015236620532919,0.000433807420981411
1665,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,107249.411803053,0.107637006816931,0.0179743640092872,0.0114591397601134,0.00191356816184875,0.000544819021626386
1976,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,115974.786323641,0.116393914486295,0.021331737707118,0.0135995556552457,0.00249241685402045,0.00070962515940933
2402,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,128453.39983989,0.128917625204455,0.0259305839941789,0.0165314436659414,0.00332514648671885,0.000946714672503927
2690,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,131075.293840174,0.131548994623059,0.0290396631741638,0.0185135651379611,0.00408690083341079,0.00116359655116321
3231,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,143450.30553413,0.143968729106153,0.0348799820504546,0.0222369252642202,0.00538744461306876,0.00153387914874311
3834,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,155100.282094967,0.155660808208634,0.041389616583548,0.0263869920962613,0.0070162007908474,0.0019976083040129
4509,0.291820745552027,0.278255940220712,0.305385550883342,0.0271296106626291,166202.163977647,0.166802811841076,0.0486765209116372,0.0310325892963072,0.00905595334485822,0.00257835374752114
5447,0.320272907988613,0.305385550883342,0.335160265093884,0.0297747142105427,182940.462886838,0.183601602282006,0.0588026190742267,0.0374882488128156,0.0120064704626811,0.00341840631605423
6315,0.351499121138374,0.335160265093884,0.367837977182863,0.0326777120889792,193250.983508414,0.193949384705918,0.0681730382694586,0.0434621426937636,0.0152769049596485,0.0043495437369494
7648,0.385769851521259,0.367837977182863,0.403701725859655,0.035863748676792,213251.550163498,0.214022232595743,0.0825633248907081,0.0526363368680768,0.020305511858221,0.00578125688166282
9142,0.423381935809022,0.403701725859655,0.443062145758388,0.0393604198987326,232263.782335675,0.23310317420202,0.098691673136879,0.0629185920041785,0.0266385952811071,0.00758437233013559
10506,0.464661151882462,0.443062145758388,0.486260158006536,0.0431980122481474,243205.635010453,0.244084570287508,0.113416617586529,0.0723061395313825,0.0335978540828262,0.00956576847122434
12449,0.509965040563583,0.486260158006536,0.533669923120631,0.0474097651140955,262583.034740637,0.263531999152502,0.134392106637608,0.085678577101293,0.043693079046891,0.0124400170596343
14855,0.559686002463149,0.533669923120631,0.585702081805667,0.0520321586850358,285496.515528429,0.286528288328281,0.160365872287064,0.102237550232123,0.0572209257910425,0.0162915800061769
17741,0.614254696767049,0.585702081805667,0.642807311728432,0.0571052299227655,310672.070211338,0.311794826442265,0.191521436569829,0.122100059149653,0.0750005348082092,0.0213536778100377
21078,0.674143771400148,0.642807311728432,0.705480231071864,0.0626729193434322,336317.507159635,0.337532944957042,0.227545732485139,0.145066515233436,0.0977956876833459,0.0278437695323296
25050,0.739871956876496,0.705480231071864,0.774263682681127,0.0687834516092628,364186.434584603,0.365502589552672,0.270425116175762,0.172403273868374,0.127556347608908,0.0363170363575549
29520,0.812008559294886,0.774263682681127,0.849753435908644,0.0754897532275173,391046.449854329,0.392459675825551,0.318680615948443,0.203167450882011,0.164973709086317,0.0469702708115958
35433,0.891178391395932,0.849753435908644,0.93260334688322,0.0828499109745754,427676.983393181,0.429222590623346,0.382513897862508,0.243862882354415,0.217325331217783,0.0618754934834988
42088,0.978067184391123,0.93260334688322,1.02353102189903,0.0909276750158065,462873.377029421,0.464546182595227,0.454357376830558,0.289665029563757,0.283311859881995,0.0806627604876825
49799,1.07342752743853,1.02353102189903,1.12332403297803,0.0997930110790013,499022.92216212,0.500826370714324,0.537600812791888,0.342734955503838,0.367901135853238,0.104746484022366
59297,1.17808538621005,1.12332403297803,1.23284673944207,0.109522706464039,541412.844097948,0.543369488104606,0.64013565324847,0.408103669883151,0.48078096954803,0.136884916183324
70385,1.29294725701094,1.23284673944207,1.35304777457981,0.120201035137741,585560.68106522,0.587676873559784,0.759835201677886,0.484415346555907,0.626323493583463,0.178322862910767
81792,1.41900801841714,1.35304777457981,1.48496826225447,0.131920487674658,620009.836544233,0.622250526886119,0.882978487115691,0.562922498053576,0.798791538485429,0.227426873605909
89784,1.55735954843755,1.48496826225447,1.62975083462064,0.144782572366179,620129.885335379,0.622371009528715,0.969255434360265,0.617926368902118,0.96233353084106,0.273989515087121
89101,1.70920018183904,1.62975083462064,1.78864952905744,0.158898694436791,560740.919337409,0.562767414222171,0.961882166721622,0.613225712772294,1.04812549977878,0.298415661754869
76684,1.87584508954885,1.78864952905744,1.96304065004027,0.174391120982836,439724.222012125,0.44131336747286,0.827835513326233,0.527767371390114,0.990009832046251,0.281869336483335
57649,2.05873767003608,1.96304065004027,2.15443469003188,0.191394039991613,301205.826485121,0.302294372096085,0.622344811274114,0.396761530348818,0.816827908550273,0.23256207479097
41230,2.25946205133865,2.15443469003188,2.36448941264541,0.210054722613524,196282.18536109,0.196991541198852,0.44509491177352,0.283759959345031,0.641144859829495,0.182542708546957
28985,2.47975681202257,2.36448941264541,2.59502421139974,0.230534798754329,125729.391643333,0.126183772553024,0.312905069555069,0.199485384953086,0.49467524223636,0.140840805606648
20844,2.72153003991777,2.59502421139974,2.8480358684358,0.253011657036065,82383.5559364321,0.0826812867581653,0.225019605651402,0.143456041537421,0.390419926451783,0.111157891625561
15379,2.98687585906202,2.8480358684358,3.12571584968824,0.277679981252435,55383.8988703301,0.055584054029136,0.166022669128425,0.105843910132603,0.316142620003803,0.0900101268190356
