count,y,ymin,ymax,BinWidth,fy_bw,fy_bw_norm,yfy,yfy_norm,ydy,ydy_norm
3,0.104874938274653,0.1,0.109749876549306,0.00974987654930562,307.696203621538,0.000307491067070997,3.2248106679078e-05,1.81482905638893e-06,1.90330085267836e-07,9.41247547377942e-09
7,0.115100115287592,0.109749876549306,0.120450354025878,0.0107004774765726,654.176415522173,0.000653740285691041,7.52455822511821e-05,4.23460113157419e-06,4.87403078441157e-07,2.41037538296488e-08
6,0.126322234436241,0.120450354025878,0.132194114846603,0.0117437608207247,510.909587788229,0.000510568971851979,6.44962133581559e-05,3.62965811277787e-06,4.58506523045729e-07,2.26747200615325e-08
6,0.138638496348098,0.132194114846603,0.145082877849594,0.0128887630029911,465.521788134951,0.0004652114315797,6.44962133581559e-05,3.62965811277787e-06,5.032103430132e-07,2.48854772754326e-08
9,0.152155578591852,0.145082877849594,0.159228279334109,0.0141454014845152,636.249173263281,0.00063582499526189,9.67443200372341e-05,5.44448716916682e-06,8.28409095360489e-07,4.09676708827393e-08
18,0.166990559667439,0.159228279334109,0.174752840000768,0.0155245606666592,1159.45310057354,0.00115868011017988,0.000193488640074468,1.08889743383336e-05,1.81835591896271e-06,8.99239364378641e-08
15,0.183271933084009,0.174752840000768,0.191791026167249,0.0170381861664805,880.375402254363,0.00087978846887308,0.00016124053339539,9.07414528194466e-06,1.66303614690713e-06,8.22428410240265e-08
16,0.201140720309225,0.191791026167249,0.210490414451202,0.0186993882839532,855.642963129993,0.000855072518503491,0.000171989902288416,9.67908830074098e-06,1.94685879274764e-06,9.62788442608115e-08
31,0.220751692229759,0.210490414451202,0.231012970008316,0.0205225555571139,1510.53312603918,0.00150952607573662,0.000333230435683807,1.87532335826857e-05,4.13980804815782e-06,2.0472770589372e-07
25,0.242274709702664,0.231012970008316,0.253536449397011,0.0225234793886952,1109.95284381097,0.00110921285451321,0.00026873422232565,1.51235754699078e-05,3.66405985663823e-06,1.81200326194018e-07
19,0.265896194808862,0.253536449397011,0.278255940220712,0.0247194908237012,768.624246167023,0.000768111815644108,0.000204238008967494,1.149391735713e-05,3.05618888870838e-06,1.51139022071704e-07
27,0.291820745552027,0.278255940220712,0.305385550883342,0.0271296106626291,995.222538788303,0.000994559038503852,0.000290232960111701,1.63334615075004e-05,4.7664429145641e-06,2.3571694914848e-07
